Product_ID,Product_Name,Category,Price,Brand
304,Dress Lite,Clothing,73.41,TrendyFashion
305,Sneakers,Footwear,102.77,UrbanStyle
306,Tablet,Electronics,54.14,TrendyFashion
307,Tablet,Electronics,95.66,ClassicBrand
308,T-shirt Max,Clothing,58.13,StyleBrand
309,Belt,Accessories,10.46,SportMax
310,Sunglasses,Accessories,24.47,ClassicBrand
311,Sunglasses,Accessories,59.39,ModernTech
312,Book,Media,22.3,ElegantLife
313,Headphones,Electronics,343.38,SportMax
314,Belt,Accessories,30.18,StyleBrand
315,Watch,Accessories,74.1,StyleBrand
316,Socks Max,Accessories,31.35,UrbanStyle
317,Dress,Clothing,36.15,QualityPlus
318,Camera Pro,Electronics,385.92,QualityPlus
319,Backpack Lite,Bags,86.72,SportMax
320,Boots,Footwear,131.91,TechCorp
321,Hat Pro,Accessories,69.19,SportMax
322,Book,Media,19.21,SportMax
323,Hat Pro,Accessories,18.43,ClassicBrand
324,Perfume,Beauty,31.55,SportMax
325,Headphones Pro,Electronics,169.34,ElegantLife
326,Dress Pro,Clothing,30.86,ClassicBrand
327,Laptop Pro,Electronics,487.85,ClassicBrand
328,Hat,Accessories,45.38,ComfortWear
329,Boots,Footwear,137.05,StyleBrand
330,Jacket,Outerwear,140.98,TrendyFashion
331,Jewelry,Accessories,81.53,QualityPlus
332,Belt,Accessories,55.24,TrendyFashion
333,Headphones,Electronics,309.61,SportMax
334,Phone,Electronics,271.63,SportMax
335,Jeans,Clothing,27.69,QualityPlus
336,Jacket,Outerwear,155.59,UrbanStyle
337,Dress Lite,Clothing,33.25,StyleBrand
338,Book Max,Media,5.61,StyleBrand
339,Headphones,Electronics,340.46,QualityPlus
340,Jeans Plus,Clothing,26.51,UrbanStyle
341,Headphones,Electronics,473.21,StyleBrand
342,Dress,Clothing,77.01,QualityPlus
343,Backpack Lite,Bags,111.91,ModernTech
344,Hat,Accessories,43.31,SportMax
345,Sneakers Plus,Footwear,31.85,TechCorp
346,Jewelry,Accessories,93.55,QualityPlus
347,Headphones,Electronics,242.68,StyleBrand
348,Boots,Footwear,146.0,ModernTech
349,Camera,Electronics,483.63,TrendyFashion
350,Sneakers Max,Footwear,132.36,QualityPlus
351,Watch Pro,Accessories,36.5,QualityPlus
352,Belt,Accessories,44.66,QualityPlus
353,T-shirt,Clothing,70.32,SportMax
354,Socks,Accessories,38.52,ClassicBrand
355,Headphones Mini,Electronics,126.27,SportMax
356,Phone,Electronics,300.56,ClassicBrand
357,Tablet,Electronics,471.27,ElegantLife
358,Watch,Accessories,72.64,StyleBrand
359,Watch,Accessories,61.31,ModernTech
360,Boots,Footwear,41.66,ModernTech
361,Book,Media,20.38,TechCorp
362,Watch,Accessories,99.1,SportMax
363,Laptop,Electronics,113.04,TrendyFashion
364,T-shirt,Clothing,48.69,TrendyFashion
365,Jeans,Clothing,72.03,UrbanStyle
366,Jewelry,Accessories,76.67,ClassicBrand
367,Jeans Lite,Clothing,60.31,UrbanStyle
368,Boots,Footwear,114.3,ClassicBrand
369,Tablet Mini,Electronics,211.77,StyleBrand
370,Belt,Accessories,36.42,ComfortWear
371,T-shirt,Clothing,67.61,TrendyFashion
372,Belt,Accessories,82.91,StyleBrand
373,Jacket,Outerwear,178.73,ComfortWear
374,Boots,Footwear,139.59,TrendyFashion
375,Phone,Electronics,280.1,ClassicBrand
376,Belt,Accessories,55.14,ClassicBrand
377,Laptop,Electronics,409.23,UrbanStyle
378,Camera,Electronics,342.48,ComfortWear
379,Dress,Clothing,60.63,ModernTech
380,Camera,Electronics,408.11,SportMax
381,Boots,Footwear,136.8,SportMax
382,Perfume,Beauty,30.21,ClassicBrand
383,Headphones,Electronics,219.01,TrendyFashion
384,Watch,Accessories,18.46,TrendyFashion
385,Laptop,Electronics,310.23,ClassicBrand
386,Backpack,Bags,28.41,UrbanStyle
387,Belt Max,Accessories,51.9,ModernTech
388,Laptop,Electronics,294.19,ModernTech
389,Hat,Accessories,35.79,ClassicBrand
390,Hat,Accessories,63.17,TrendyFashion
391,Watch,Accessories,12.75,StyleBrand
392,Headphones,Electronics,66.81,StyleBrand
393,Headphones,Electronics,420.17,TechCorp
394,Phone Plus,Electronics,212.09,ComfortWear
395,Watch,Accessories,21.44,QualityPlus
396,Sneakers,Footwear,92.67,ElegantLife
397,Book,Media,24.25,ModernTech
398,Tablet Pro,Electronics,147.12,TrendyFashion
399,Belt,Accessories,66.06,SportMax
400,Sneakers,Footwear,40.24,ModernTech
401,Jacket Plus,Outerwear,48.27,ClassicBrand
402,T-shirt,Clothing,49.54,TechCorp
403,Jeans,Clothing,50.14,SportMax
404,Phone Max,Electronics,336.84,ComfortWear
405,Perfume Pro,Beauty,47.67,ComfortWear
406,Jewelry,Accessories,97.83,ModernTech
407,Belt,Accessories,56.47,ClassicBrand
408,Hat,Accessories,39.07,UrbanStyle
409,Dress Pro,Clothing,66.69,ClassicBrand
410,Headphones,Electronics,171.87,SportMax
411,Socks,Accessories,49.51,StyleBrand
412,Sunglasses Max,Accessories,17.06,QualityPlus
413,Dress,Clothing,16.65,ClassicBrand
414,Backpack,Bags,116.45,ModernTech
415,Jacket,Outerwear,173.76,UrbanStyle
416,Sunglasses Plus,Accessories,72.64,QualityPlus
417,T-shirt Mini,Clothing,41.58,ModernTech
418,Jeans,Clothing,26.26,QualityPlus
419,Boots,Footwear,48.77,UrbanStyle
420,Sunglasses,Accessories,32.52,UrbanStyle
421,Jewelry,Accessories,59.43,SportMax
422,Hat,Accessories,74.31,StyleBrand
423,Jeans,Clothing,57.91,SportMax
424,Jeans,Clothing,33.2,QualityPlus
425,Hat,Accessories,95.94,StyleBrand
426,Watch Lite,Accessories,76.41,ModernTech
427,Book,Media,18.86,ElegantLife
428,Dress Max,Clothing,54.76,ComfortWear
429,Boots,Footwear,80.35,ElegantLife
430,Headphones Lite,Electronics,161.48,StyleBrand
431,Laptop,Electronics,210.19,TrendyFashion
432,Laptop Pro,Electronics,391.03,TechCorp
433,Headphones,Electronics,56.48,ElegantLife
434,Dress,Clothing,22.54,QualityPlus
435,Sunglasses,Accessories,14.14,StyleBrand
436,Tablet,Electronics,68.33,TechCorp
437,Book,Media,26.39,ElegantLife
438,Belt,Accessories,73.33,StyleBrand
439,Headphones,Electronics,263.38,SportMax
440,Jacket Pro,Outerwear,55.65,ComfortWear
441,Boots Lite,Footwear,88.99,ClassicBrand
442,Book,Media,16.84,ComfortWear
443,Sunglasses,Accessories,25.59,TrendyFashion
444,Hat,Accessories,49.05,ModernTech
445,Tablet,Electronics,229.33,QualityPlus
446,Dress,Clothing,55.03,TechCorp
447,Backpack,Bags,85.33,ClassicBrand
448,Belt Plus,Accessories,14.08,ElegantLife
449,Book Plus,Media,14.37,ElegantLife
450,Backpack,Bags,84.46,StyleBrand
451,Headphones,Electronics,276.41,StyleBrand
452,Jewelry Plus,Accessories,87.08,TechCorp
453,Belt,Accessories,69.28,ComfortWear
454,Backpack,Bags,40.48,StyleBrand
455,Book,Media,6.76,UrbanStyle
456,Belt,Accessories,67.82,ElegantLife
457,Jewelry Lite,Accessories,12.39,TechCorp
458,Hat Lite,Accessories,62.72,TrendyFashion
459,Jacket Plus,Outerwear,190.44,TechCorp
460,Belt,Accessories,61.79,QualityPlus
461,Socks Max,Accessories,44.94,SportMax
462,Camera,Electronics,339.48,StyleBrand
463,Tablet,Electronics,256.21,ClassicBrand
464,Camera Mini,Electronics,295.53,QualityPlus
465,Belt Mini,Accessories,94.73,QualityPlus
466,Boots,Footwear,76.33,ClassicBrand
467,T-shirt,Clothing,77.48,TechCorp
468,Laptop,Electronics,457.41,ModernTech
469,Tablet Pro,Electronics,138.11,ClassicBrand
470,Watch Lite,Accessories,16.24,QualityPlus
471,Dress,Clothing,21.55,QualityPlus
472,Book,Media,5.46,ElegantLife
473,Jewelry Mini,Accessories,18.5,TrendyFashion
474,Jewelry Pro,Accessories,71.47,ModernTech
475,Book,Media,6.78,UrbanStyle
476,Belt,Accessories,38.71,ModernTech
477,Headphones,Electronics,430.19,ModernTech
478,Jacket,Outerwear,43.72,ElegantLife
479,Dress,Clothing,67.94,ElegantLife
480,Tablet Pro,Electronics,176.83,StyleBrand
481,Sneakers Plus,Footwear,44.18,ModernTech
482,Hat Mini,Accessories,72.71,TrendyFashion
483,Book,Media,20.72,ElegantLife
484,Phone,Electronics,444.86,ElegantLife
485,Phone,Electronics,380.78,TechCorp
486,Jewelry,Accessories,82.31,SportMax
487,Perfume Max,Beauty,27.69,TrendyFashion
488,Belt,Accessories,25.97,StyleBrand
489,Book Plus,Media,23.77,ElegantLife
490,Perfume,Beauty,51.31,UrbanStyle
491,Book,Media,29.76,QualityPlus
492,Book,Media,15.32,TechCorp
493,Dress Plus,Clothing,39.18,TechCorp
494,Watch Lite,Accessories,79.88,ElegantLife
495,Perfume Pro,Beauty,30.34,ModernTech
496,Sneakers Max,Footwear,141.69,TrendyFashion
497,Headphones Plus,Electronics,436.29,ElegantLife
498,Watch,Accessories,48.61,QualityPlus
499,Jeans Mini,Clothing,63.81,ComfortWear
500,Jeans Max,Clothing,64.05,StyleBrand
501,Tablet,Electronics,96.41,QualityPlus
502,Dress,Clothing,73.67,UrbanStyle
503,Jacket,Outerwear,120.84,ElegantLife
504,Boots,Footwear,129.17,QualityPlus
505,Boots Mini,Footwear,68.41,TechCorp
506,Jeans Lite,Clothing,73.21,TechCorp
507,Hat Pro,Accessories,45.03,SportMax
508,T-shirt,Clothing,15.7,ClassicBrand
509,Socks,Accessories,91.48,ComfortWear
510,Belt,Accessories,18.22,TrendyFashion
511,Sunglasses,Accessories,38.74,StyleBrand
512,Jeans Pro,Clothing,76.75,ModernTech
513,Watch,Accessories,95.55,QualityPlus
514,Laptop Max,Electronics,308.05,ModernTech
515,T-shirt Mini,Clothing,56.07,ElegantLife
516,Headphones Pro,Electronics,251.8,ElegantLife
517,Belt,Accessories,36.39,ModernTech
518,Camera,Electronics,197.9,StyleBrand
519,Boots Lite,Footwear,110.7,ElegantLife
520,Sneakers,Footwear,120.28,TrendyFashion
521,Camera Plus,Electronics,406.21,TrendyFashion
522,Sunglasses Lite,Accessories,81.07,ComfortWear
523,Dress Lite,Clothing,20.93,UrbanStyle
524,Sneakers,Footwear,89.33,ComfortWear
525,Tablet,Electronics,75.9,ClassicBrand
526,Perfume,Beauty,39.73,ClassicBrand
527,Perfume,Beauty,34.87,QualityPlus
528,Watch,Accessories,89.89,ComfortWear
529,Tablet,Electronics,207.91,ClassicBrand
530,Dress Mini,Clothing,22.61,QualityPlus
531,Sneakers,Footwear,47.16,SportMax
532,Jeans,Clothing,64.5,TechCorp
533,Boots,Footwear,104.19,StyleBrand
534,Sneakers,Footwear,42.13,QualityPlus
535,Laptop,Electronics,87.85,ClassicBrand
536,Jeans,Clothing,60.56,ClassicBrand
537,Perfume,Beauty,18.27,UrbanStyle
538,Tablet Pro,Electronics,419.84,TrendyFashion
539,Headphones,Electronics,367.81,StyleBrand
540,Watch,Accessories,17.32,StyleBrand
541,Socks Max,Accessories,17.64,TechCorp
542,Headphones,Electronics,493.99,TrendyFashion
543,Socks,Accessories,43.68,ElegantLife
544,Boots,Footwear,74.48,ModernTech
545,Watch Plus,Accessories,83.15,QualityPlus
546,Sneakers Max,Footwear,143.67,ElegantLife
547,Boots,Footwear,148.32,SportMax
548,Jewelry,Accessories,77.8,ComfortWear
549,Perfume,Beauty,31.93,ComfortWear
550,Boots Pro,Footwear,40.02,ModernTech
551,Boots,Footwear,123.26,TrendyFashion
552,Watch,Accessories,60.26,ComfortWear
553,Camera,Electronics,240.9,StyleBrand
554,Phone,Electronics,457.86,TrendyFashion
555,Sunglasses Lite,Accessories,20.01,SportMax
556,Watch Lite,Accessories,54.34,ClassicBrand
557,Hat Pro,Accessories,11.02,StyleBrand
558,Camera,Electronics,260.9,TrendyFashion
559,Camera,Electronics,75.34,TechCorp
560,Jewelry,Accessories,20.69,ComfortWear
561,Hat Mini,Accessories,20.58,ComfortWear
562,Socks Plus,Accessories,68.43,ClassicBrand
563,Belt,Accessories,77.14,ClassicBrand
564,Headphones,Electronics,312.52,UrbanStyle
565,Boots,Footwear,145.46,ClassicBrand
566,Backpack,Bags,60.61,ElegantLife
567,Perfume,Beauty,27.86,ClassicBrand
568,Boots,Footwear,134.23,ModernTech
569,Phone,Electronics,150.62,ComfortWear
570,Jewelry,Accessories,96.69,ComfortWear
571,Jeans,Clothing,15.79,ClassicBrand
572,Book,Media,29.25,StyleBrand
573,Camera Lite,Electronics,69.42,StyleBrand
574,Dress,Clothing,72.92,ClassicBrand
575,Hat Lite,Accessories,57.49,ModernTech
576,Headphones,Electronics,496.83,ElegantLife
577,Phone,Electronics,83.21,TechCorp
578,Sunglasses,Accessories,59.85,UrbanStyle
579,Sneakers Plus,Footwear,146.32,ElegantLife
580,Jacket,Outerwear,123.7,ElegantLife
581,Hat Max,Accessories,66.65,TechCorp
582,Hat,Accessories,72.62,ClassicBrand
583,T-shirt Lite,Clothing,44.55,StyleBrand
584,Hat,Accessories,66.48,TrendyFashion
585,Jewelry,Accessories,62.59,TrendyFashion
586,Boots,Footwear,138.14,UrbanStyle
587,Jeans,Clothing,17.95,UrbanStyle
588,Jewelry Max,Accessories,35.29,ClassicBrand
589,Jewelry Mini,Accessories,95.54,TrendyFashion
590,Perfume,Beauty,55.06,UrbanStyle
591,Boots Plus,Footwear,84.68,ModernTech
592,Belt,Accessories,65.81,QualityPlus
593,Sneakers,Footwear,63.29,TrendyFashion
594,Sneakers,Footwear,52.57,TrendyFashion
595,Camera Max,Electronics,258.66,TrendyFashion
596,Jeans,Clothing,37.97,ModernTech
597,Dress,Clothing,52.94,TechCorp
598,Sneakers Pro,Footwear,39.33,ElegantLife
599,Perfume Plus,Beauty,58.85,ElegantLife
600,Book,Media,29.66,ElegantLife
601,Socks,Accessories,72.83,ClassicBrand
602,Tablet,Electronics,291.24,ComfortWear
603,Sneakers Lite,Footwear,67.14,ClassicBrand
604,Jeans,Clothing,67.9,UrbanStyle
605,Watch,Accessories,71.63,SportMax
606,Book Lite,Media,9.07,ClassicBrand
607,Boots,Footwear,139.31,ElegantLife
608,Jeans Plus,Clothing,68.46,ElegantLife
609,Phone,Electronics,477.41,ModernTech
610,Laptop,Electronics,376.57,ElegantLife
611,Tablet,Electronics,326.04,ClassicBrand
612,Camera,Electronics,238.21,SportMax
613,Phone,Electronics,469.73,StyleBrand
614,Socks Pro,Accessories,87.95,TrendyFashion
615,Sneakers,Footwear,35.43,ElegantLife
616,Boots,Footwear,33.16,ClassicBrand
617,Phone,Electronics,219.41,ComfortWear
618,Sunglasses Plus,Accessories,82.95,ClassicBrand
619,Jewelry Pro,Accessories,98.85,ModernTech
620,Sneakers,Footwear,48.05,ModernTech
621,Socks Mini,Accessories,63.47,TechCorp
622,Headphones Lite,Electronics,221.4,TechCorp
623,Sunglasses,Accessories,97.29,ElegantLife
624,Perfume,Beauty,52.9,TechCorp
625,Headphones,Electronics,427.25,ElegantLife
626,Sneakers Plus,Footwear,86.24,QualityPlus
627,Laptop,Electronics,236.67,ElegantLife
628,Belt Lite,Accessories,34.61,StyleBrand
629,Tablet,Electronics,75.37,TrendyFashion
630,Book Plus,Media,26.62,StyleBrand
631,Headphones,Electronics,415.81,UrbanStyle
632,Boots Lite,Footwear,149.97,ClassicBrand
633,Sneakers Max,Footwear,149.6,ClassicBrand
634,Sneakers,Footwear,96.65,ElegantLife
635,Sneakers,Footwear,122.28,TrendyFashion
636,Boots,Footwear,143.37,ComfortWear
637,Socks,Accessories,86.47,ElegantLife
638,Jacket,Outerwear,79.58,UrbanStyle
639,Belt Mini,Accessories,50.55,ClassicBrand
640,Perfume,Beauty,20.81,ElegantLife
641,Book,Media,28.85,ComfortWear
642,Sneakers,Footwear,102.74,StyleBrand
643,Tablet,Electronics,152.89,TrendyFashion
644,Phone Plus,Electronics,352.27,QualityPlus
645,Sneakers,Footwear,104.18,ClassicBrand
646,Camera Mini,Electronics,211.17,ElegantLife
647,Perfume,Beauty,20.11,ComfortWear
648,Hat,Accessories,70.44,ModernTech
649,Jeans,Clothing,48.82,StyleBrand
650,Boots Lite,Footwear,122.68,ComfortWear
651,Sunglasses,Accessories,56.81,TrendyFashion
652,Sneakers Mini,Footwear,132.26,SportMax
653,Dress,Clothing,50.87,ComfortWear
654,Jewelry Lite,Accessories,60.48,TrendyFashion
655,Perfume Mini,Beauty,54.45,QualityPlus
656,Jewelry,Accessories,46.31,ElegantLife
657,Perfume,Beauty,21.03,TechCorp
658,T-shirt Mini,Clothing,16.87,StyleBrand
659,Dress,Clothing,64.08,UrbanStyle
660,Phone,Electronics,329.14,QualityPlus
661,Tablet Plus,Electronics,366.84,TrendyFashion
662,Tablet,Electronics,145.83,UrbanStyle
663,Laptop,Electronics,111.37,SportMax
664,Jeans,Clothing,15.95,ComfortWear
665,Tablet Mini,Electronics,207.76,ClassicBrand
666,Hat,Accessories,63.09,ElegantLife
667,Watch,Accessories,45.3,ElegantLife
668,Hat,Accessories,49.37,ElegantLife
669,Jacket Pro,Outerwear,184.67,ElegantLife
670,Dress Pro,Clothing,37.64,ClassicBrand
671,Jeans,Clothing,48.41,SportMax
672,Jewelry Lite,Accessories,80.53,ModernTech
673,Watch,Accessories,45.69,QualityPlus
674,Backpack,Bags,84.1,ComfortWear
675,Camera,Electronics,438.06,ClassicBrand
676,Boots Max,Footwear,143.94,ClassicBrand
677,Camera,Electronics,116.18,ClassicBrand
678,Backpack,Bags,113.03,QualityPlus
679,Jeans,Clothing,46.99,SportMax
680,Tablet,Electronics,166.21,SportMax
681,Jacket Plus,Outerwear,113.46,ModernTech
682,Sunglasses,Accessories,98.2,ModernTech
683,Laptop,Electronics,271.68,TechCorp
684,Backpack,Bags,56.23,ElegantLife
685,Sneakers,Footwear,106.01,ModernTech
686,Book,Media,11.0,SportMax
687,Jewelry Pro,Accessories,16.83,QualityPlus
688,Laptop,Electronics,108.0,ElegantLife
689,Watch,Accessories,21.52,TrendyFashion
690,Hat,Accessories,23.67,UrbanStyle
691,Laptop Pro,Electronics,112.47,TrendyFashion
692,Hat,Accessories,67.68,ElegantLife
693,Camera Mini,Electronics,131.85,ClassicBrand
694,Hat,Accessories,41.11,ElegantLife
695,Watch,Accessories,90.71,ComfortWear
696,Jewelry,Accessories,52.66,SportMax
