Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
49,2419,2675,2023-05-07,3,719.46,Phone
50,2663,3482,2023-04-26,1,72.6,Phone
51,345,3769,2023-01-22,1,31.85,Phone
52,214,2789,2023-12-10,2,165.46,Mobile App
53,1701,3843,2023-11-07,1,136.34,In-Store
54,622,3964,2023-11-11,2,442.8,Phone
55,2747,4603,2023-03-22,4,1922.24,Mobile App
56,2137,2308,2023-08-10,1,101.34,Phone
57,372,4301,2023-02-13,1,82.91,In-Store
58,2728,2164,2023-07-09,2,718.32,Mobile App
59,2003,4664,2023-06-24,1,392.45,Mobile App
60,1363,3925,2023-09-19,1,35.17,In-Store
61,2023,3381,2023-02-16,4,263.04,Mobile App
62,2283,4118,2023-11-12,2,25.98,Mobile App
63,2677,3099,2023-05-19,1,29.47,In-Store
64,1383,3328,2023-05-03,1,60.37,Mobile App
65,1355,2786,2023-06-21,2,44.28,Phone
66,1241,3081,2023-11-03,3,386.88,In-Store
67,2612,2571,2024-01-30,3,164.28,In-Store
68,2915,4810,2023-07-05,1,97.81,Mobile App
69,938,3896,2023-10-25,4,170.48,Online
70,3068,4961,2023-05-30,2,121.18,In-Store
71,2550,4595,2023-06-22,2,73.24,Phone
72,1636,3007,2023-07-20,2,209.7,Mobile App
73,2428,3881,2023-10-03,1,50.7,Mobile App
74,2583,2296,2023-05-10,4,1626.72,Phone
75,114,2273,2023-04-07,1,29.11,Mobile App
76,2128,3863,2023-10-09,1,197.01,Mobile App
77,2194,4325,2023-08-04,3,138.36,Phone
78,2673,4006,2023-11-01,2,67.4,Mobile App
79,590,2573,2023-04-03,3,150.99,Online
80,269,2288,2023-05-23,2,120.34,In-Store
81,493,4813,2023-08-05,1,39.18,Online
82,141,2457,2023-06-22,4,83.92,Mobile App
83,1265,3761,2023-05-04,1,24.47,Mobile App
84,2364,3449,2023-05-02,3,42.6,Mobile App
85,1001,2704,2023-07-16,1,28.71,Online
86,757,2374,2023-10-20,3,106.62,Mobile App
87,2092,2511,2023-02-18,1,24.3,Phone
88,1006,2992,2023-08-24,2,180.68,In-Store
89,1003,3145,2023-02-24,3,71.13,Phone
90,2475,4457,2023-07-17,1,352.83,In-Store
91,512,2336,2023-07-29,2,153.5,Phone
92,716,3575,2023-11-11,3,278.64,Online
93,2318,3113,2023-04-16,2,353.36,Phone
94,1889,4147,2023-06-25,4,319.96,Phone
95,2179,4522,2023-07-18,1,148.2,In-Store
96,1628,2592,2023-12-27,1,32.37,Phone
97,790,3655,2023-04-17,1,134.17,Mobile App
98,1760,3123,2023-05-08,1,50.25,In-Store
99,1655,4460,2023-08-29,1,25.26,In-Store
100,2744,4858,2023-02-03,2,42.2,Online
101,1693,4342,2023-06-26,1,8.21,Online
102,2111,3788,2024-01-06,1,65.13,Phone
103,467,3792,2023-05-11,1,77.48,Mobile App
104,1602,3065,2023-09-03,3,218.64,In-Store
105,249,3563,2023-07-06,2,122.08,In-Store
106,479,4521,2023-12-23,1,67.94,Mobile App
107,425,4152,2023-05-11,3,287.82,Mobile App
108,681,3786,2023-05-23,1,113.46,In-Store
109,1039,3678,2023-06-09,5,82.2,Online
110,2644,2214,2023-10-21,2,109.76,In-Store
111,1281,4245,2023-08-29,1,96.67,In-Store
112,1068,2071,2023-04-11,2,367.4,Online
113,376,2416,2023-05-18,3,165.42,In-Store
114,2288,2509,2024-02-03,1,394.73,Mobile App
115,3063,2733,2023-03-20,3,603.06,In-Store
116,1107,2036,2023-06-16,1,60.0,Mobile App
117,2203,2085,2023-09-14,1,24.22,Online
118,1714,2553,2023-03-27,1,32.27,In-Store
119,1091,4495,2023-07-08,1,81.95,Mobile App
120,1995,3007,2023-08-21,1,41.71,In-Store
121,764,4622,2023-11-07,4,627.0,Online
122,1646,2557,2023-01-01,1,117.37,Phone
123,2876,3618,2023-10-09,1,244.77,Phone
124,2251,3912,2023-11-28,2,113.68,Mobile App
125,2581,4366,2024-01-03,3,82.23,Phone
126,1130,4145,2023-07-28,5,392.85,In-Store
127,250,2848,2023-02-07,3,526.17,Mobile App
128,1323,2474,2023-11-06,5,409.4,Phone
129,1640,3227,2023-07-11,3,243.63,Online
130,983,3784,2024-02-01,4,65.12,In-Store
131,1943,4419,2024-01-24,2,87.12,Mobile App
132,1724,3002,2023-03-14,1,161.16,Phone
133,1136,3994,2023-07-24,1,151.41,Phone
134,1622,2839,2023-08-26,2,268.32,In-Store
135,697,4622,2023-02-21,1,350.4,Online
136,1536,3906,2023-07-17,1,27.85,Phone
137,420,4451,2023-05-31,2,65.04,Phone
138,266,3964,2023-02-04,4,103.52,In-Store
139,1372,4076,2023-03-26,1,71.26,Mobile App
140,346,2102,2023-09-18,3,280.65,Mobile App
141,199,3837,2023-07-26,2,66.1,Phone
142,1522,4547,2023-06-17,4,222.6,Online
143,2218,4399,2023-03-05,4,415.36,Phone
144,1876,4106,2023-01-19,3,87.57,Online
145,729,3548,2023-06-19,2,26.6,Phone
146,3097,4960,2023-11-22,1,25.22,In-Store
147,905,2382,2023-11-12,2,96.34,Phone
148,1003,2172,2023-01-23,3,78.99,In-Store
149,897,3714,2023-10-19,3,313.38,In-Store
150,1849,4241,2023-10-18,3,363.69,In-Store
151,103,2272,2023-03-25,1,23.3,Mobile App
152,3079,3977,2023-02-03,2,733.32,In-Store
153,2856,4022,2023-02-28,1,157.04,Mobile App
154,2627,4982,2023-07-10,1,45.02,Mobile App
155,2464,4288,2023-10-08,1,36.87,Mobile App
156,2687,4724,2023-06-17,1,16.46,Mobile App
157,2533,3005,2023-04-26,3,1478.43,Phone
158,2080,3115,2023-06-18,1,428.87,Mobile App
159,2144,4967,2023-07-27,1,38.9,Mobile App
160,537,2607,2023-10-12,4,73.08,In-Store
161,1119,3902,2023-03-20,1,56.2,Mobile App
162,1791,3638,2023-08-03,1,128.68,Mobile App
163,433,2994,2023-03-25,1,56.48,Online
164,1386,2234,2023-08-12,1,282.97,Phone
165,731,3697,2023-08-31,1,74.2,Mobile App
166,1618,2485,2023-06-07,1,73.37,Phone
167,1724,4411,2023-04-20,2,386.44,In-Store
168,1274,2997,2023-11-09,1,31.89,Mobile App
169,753,4450,2023-06-17,1,62.82,Online
170,513,2337,2023-02-12,3,286.65,Online
171,715,4214,2023-08-08,1,71.78,Online
172,2957,4655,2023-03-19,4,226.0,Online
173,2031,2728,2023-01-17,1,94.38,Mobile App
174,2881,4809,2023-12-25,1,72.49,Online
175,266,2677,2023-06-08,3,77.64,Online
176,2488,2338,2023-01-21,1,64.1,In-Store
177,797,3601,2023-09-09,1,24.88,Online
178,2610,3166,2023-03-12,2,161.04,Mobile App
179,745,4636,2024-02-02,1,20.39,Online
180,2134,4485,2023-04-25,3,292.44,Online
181,1712,3388,2023-12-07,4,1194.48,Phone
182,1570,4085,2023-06-06,1,80.41,Phone
183,1813,2964,2023-06-08,2,802.68,In-Store
184,1086,3890,2023-03-18,2,144.14,Online
185,426,2241,2023-10-28,5,382.05,In-Store
186,542,3839,2023-03-06,3,1201.89,Mobile App
187,2917,3311,2023-10-24,4,1098.0,Phone
188,1884,3679,2023-03-04,1,336.74,Mobile App
189,3005,2860,2023-08-31,3,146.88,Mobile App
190,742,3601,2023-04-09,1,55.6,Online
191,229,3033,2023-07-19,1,35.96,Phone
192,3005,3326,2023-08-19,4,166.28,Phone
193,2797,3290,2024-01-20,1,59.04,In-Store
194,131,2673,2023-05-09,4,548.84,Phone
195,1471,2607,2023-01-22,1,487.13,In-Store
196,2201,4474,2023-09-11,3,419.43,In-Store
197,3053,2740,2023-08-02,1,59.53,Mobile App
198,3014,3405,2023-11-11,1,97.02,Online
199,529,3978,2024-01-31,1,207.91,In-Store
200,965,2606,2023-06-20,2,126.14,Mobile App
201,2275,3601,2023-09-28,1,152.23,In-Store
202,1882,4996,2023-01-21,2,182.32,Mobile App
203,2307,3870,2023-01-23,1,176.02,Online
204,1769,4414,2023-11-18,1,20.47,Online
205,2044,3710,2023-08-26,1,73.69,In-Store
206,1391,4421,2023-04-25,1,228.62,Mobile App
207,2771,2159,2023-04-28,3,1020.51,Mobile App
208,1718,3087,2023-01-03,3,1043.49,Online
209,1009,3841,2023-05-03,1,166.74,Phone
210,296,2312,2023-05-21,2,414.28,Phone
211,167,4056,2024-01-11,3,340.26,Mobile App
212,2559,4717,2023-01-27,1,270.0,In-Store
213,2288,4709,2023-10-10,1,394.73,Online
214,1062,3594,2023-10-15,2,642.84,In-Store
215,2333,4688,2023-04-13,1,394.44,Mobile App
216,2750,3006,2023-09-03,1,36.67,Mobile App
217,793,4693,2023-05-30,1,37.84,Phone
218,763,3747,2023-04-15,2,273.84,Mobile App
219,500,3183,2023-06-08,1,64.05,Online
220,413,2638,2023-03-04,1,16.65,Online
221,1082,2271,2024-02-03,1,79.38,Mobile App
222,834,2465,2024-01-27,1,285.38,Online
223,2150,4190,2023-08-27,1,17.36,Phone
224,2837,4517,2023-05-23,4,1984.4,Mobile App
225,477,3447,2023-04-01,1,430.19,In-Store
226,2334,3026,2024-01-07,2,131.94,Online
227,360,2665,2023-03-16,1,41.66,In-Store
228,2061,4587,2023-06-29,2,82.04,Phone
229,525,4099,2024-02-02,2,151.8,In-Store
230,787,2779,2023-11-14,1,52.15,Online
231,1029,4692,2024-02-04,3,201.03,Phone
232,1687,3320,2023-11-25,1,362.82,Online
233,250,3856,2023-04-07,3,448.98,Mobile App
234,2758,3388,2023-08-01,1,132.04,Online
235,1391,3899,2023-02-13,5,930.95,Online
236,2529,2557,2023-08-31,3,87.39,Mobile App
237,591,4560,2023-01-17,4,338.72,Mobile App
238,1108,3279,2023-10-02,2,140.4,Mobile App
239,260,2437,2023-01-29,1,23.21,In-Store
240,2951,3058,2023-07-14,3,207.3,Mobile App
241,1493,3688,2023-02-08,3,27.72,Mobile App
242,408,4041,2023-06-07,4,156.28,Phone
243,194,2108,2023-05-26,1,19.03,Online
244,663,4151,2023-11-05,3,334.11,Online
245,1585,2465,2023-02-18,1,36.1,Mobile App
246,1404,2507,2023-04-04,2,117.44,Online
247,1049,2202,2023-05-22,1,71.8,Online
248,3020,4249,2023-10-23,1,37.26,Mobile App
249,2363,4695,2023-06-02,4,1554.64,Online
250,1378,3722,2023-02-17,1,79.13,Mobile App
251,314,2561,2023-02-05,2,56.84,Online
252,538,3954,2023-01-22,2,839.68,Mobile App
253,1763,4220,2023-02-24,1,92.75,In-Store
254,436,3369,2023-03-28,1,64.07,Online
255,2684,2069,2023-08-29,2,504.42,In-Store
256,794,4796,2023-09-18,1,31.82,Phone
257,122,4792,2023-09-25,3,25.47,In-Store
258,2118,4243,2023-05-02,5,378.35,Phone
259,889,4162,2023-05-30,1,257.9,Phone
260,2520,3686,2023-10-24,1,224.59,In-Store
261,2625,2511,2023-12-28,1,412.0,Phone
262,106,2470,2023-07-27,2,17.8,Mobile App
263,2932,2526,2023-10-23,1,62.39,Online
264,2849,3020,2023-03-09,1,51.5,In-Store
265,1124,2191,2024-01-10,2,836.84,In-Store
266,1233,2462,2023-10-22,4,57.52,Online
267,2952,2057,2023-07-31,1,26.29,In-Store
268,703,4967,2023-11-28,1,22.97,Mobile App
269,1432,3684,2023-07-13,4,1494.56,Mobile App
270,1917,4717,2023-04-14,2,73.18,In-Store
271,947,3595,2023-06-30,2,159.12,In-Store
272,2107,4003,2023-05-21,2,100.96,Mobile App
273,113,3775,2023-08-26,5,1947.25,Online
274,1980,4148,2023-05-29,2,121.7,Online
275,1277,2577,2023-05-26,3,494.34,Phone
276,157,3939,2024-01-26,2,35.92,Phone
277,1525,3242,2023-11-26,2,987.96,In-Store
278,2920,3129,2023-09-02,1,97.12,Mobile App
279,758,3968,2023-04-23,1,213.39,In-Store
280,171,2961,2023-11-27,3,195.6,In-Store
281,2360,4088,2023-11-25,1,49.11,Online
282,1197,4955,2023-07-09,2,59.68,Online
283,1214,4697,2023-09-22,1,58.33,Phone
284,184,2258,2023-10-18,3,57.39,Online
285,1089,3159,2023-05-10,1,160.88,In-Store
286,2671,4036,2023-09-28,3,179.73,Mobile App
287,2925,4269,2023-08-03,2,77.9,Online
288,2071,2793,2023-04-06,1,4.74,Phone
289,1129,4851,2023-05-20,2,58.72,Phone
290,2844,4465,2023-10-17,1,22.67,Online
291,1657,3933,2023-11-16,1,54.38,Online
292,1477,3462,2023-08-30,1,35.04,Mobile App
293,2120,2933,2023-08-09,1,69.74,Online
294,2926,2313,2023-02-22,5,878.45,In-Store
295,1048,3683,2023-01-23,1,91.0,Phone
296,2292,2298,2023-02-22,2,111.64,Phone
297,3043,2556,2023-04-24,1,36.69,In-Store
298,1620,2397,2023-01-19,2,150.52,Phone
299,593,3149,2023-11-26,1,63.29,Phone
300,957,2383,2023-06-24,2,34.76,Online
301,484,3026,2023-11-03,2,889.72,In-Store
302,281,3950,2023-12-19,2,81.4,In-Store
303,2793,4851,2024-01-09,1,38.53,In-Store
304,1787,3355,2023-02-21,2,333.04,Mobile App
305,101,3750,2023-12-23,1,99.93,Mobile App
306,1953,4279,2023-12-23,1,79.72,Online
307,2834,3128,2023-04-09,1,79.22,Online
308,835,2803,2023-04-18,1,35.7,Online
309,2811,3842,2023-04-26,1,163.7,Online
310,583,4973,2024-01-06,2,89.1,Mobile App
311,2913,3769,2023-03-20,1,69.99,In-Store
312,2041,3549,2023-01-04,1,12.3,In-Store
313,2904,3722,2023-02-25,1,79.41,Online
314,730,3701,2023-02-25,2,62.82,In-Store
315,1191,4924,2023-09-24,2,286.26,Mobile App
316,1956,2645,2023-11-01,1,163.51,In-Store
317,1940,3741,2023-03-30,2,60.44,Phone
318,1244,3294,2023-05-14,2,121.84,Online
319,904,3663,2023-06-01,1,323.02,Phone
320,473,4382,2023-03-01,2,37.0,In-Store
321,321,2942,2024-01-13,2,138.38,Online
322,2395,3964,2023-07-22,2,21.0,In-Store
323,317,4122,2023-04-03,1,36.15,In-Store
324,618,2986,2023-01-26,1,82.95,Online
325,1090,4208,2023-10-10,1,367.85,Online
326,1164,3070,2023-06-20,2,30.88,In-Store
327,281,3752,2023-09-09,3,122.1,In-Store
328,673,2904,2023-12-24,1,45.69,In-Store
329,2660,3812,2023-02-06,1,47.54,Online
330,1419,3888,2023-03-26,3,21.12,Mobile App
331,223,2136,2024-01-27,3,93.15,Online
332,3062,2125,2023-02-12,3,616.2,Online
333,439,4818,2023-04-08,2,526.76,Online
334,1899,4208,2023-11-28,3,49.23,Online
335,3046,2614,2023-06-30,1,21.66,Online
336,2165,4645,2023-05-29,1,73.38,Mobile App
337,753,2349,2023-10-07,1,62.82,Phone
338,1277,4012,2023-09-25,2,329.56,Online
339,717,2720,2024-01-26,1,15.5,Online
340,1387,3555,2023-08-29,1,28.85,Online
341,281,4455,2023-01-26,1,34.16,In-Store
342,1648,3415,2023-11-22,1,96.03,Mobile App
343,3066,4114,2023-05-21,3,181.74,Phone
344,1648,4307,2023-03-04,1,96.03,In-Store
345,1204,4096,2023-04-27,1,93.5,Mobile App
346,2809,2201,2023-07-07,3,48.42,In-Store
347,2463,3538,2024-01-09,1,165.8,Phone
348,318,3666,2023-04-17,2,771.84,Phone
349,2632,3455,2023-01-09,3,517.68,In-Store
350,616,2265,2023-02-01,4,132.64,Online
351,602,3605,2023-05-10,3,873.72,Online
352,2377,4168,2024-01-14,1,68.75,Mobile App
353,2737,2727,2023-10-08,2,155.58,Phone
354,1120,4113,2023-04-10,1,65.28,In-Store
355,2265,4654,2023-02-02,1,69.77,In-Store
356,735,4757,2023-02-03,1,16.9,Mobile App
357,3074,2700,2023-09-25,1,76.1,Mobile App
358,1770,3219,2023-03-23,3,190.47,In-Store
359,1609,4959,2024-01-07,1,54.51,Phone
360,977,2427,2023-06-08,2,148.88,Mobile App
361,437,3893,2023-01-21,1,26.39,Mobile App
362,2688,3597,2023-03-22,1,59.37,Mobile App
363,1291,2174,2023-04-06,4,64.24,In-Store
364,3054,4768,2023-07-08,1,51.55,In-Store
365,1304,2786,2024-01-09,2,317.96,Phone
366,1361,3685,2023-05-24,1,34.21,Online
367,1026,4994,2023-02-25,1,16.01,In-Store
368,1229,3359,2024-01-07,1,217.71,Phone
369,2599,4856,2023-02-01,3,177.39,Mobile App
370,254,3187,2023-12-18,1,46.81,Mobile App
371,1079,2839,2023-04-21,1,54.67,Mobile App
372,896,4156,2023-05-12,1,442.46,Online
373,1717,4984,2023-04-24,3,358.32,Online
374,469,2388,2023-12-31,2,276.22,Phone
375,3055,2507,2023-10-06,2,354.62,In-Store
376,2531,2375,2023-11-20,1,64.26,Phone
377,988,2552,2023-07-27,3,175.74,In-Store
378,261,3666,2023-01-18,3,179.82,Online
379,2607,4069,2023-09-12,3,260.58,Mobile App
380,1695,2391,2023-08-25,3,225.57,Phone
381,2364,4951,2023-09-26,2,32.16,Online
382,858,2855,2023-01-14,1,39.01,Online
383,2501,2438,2023-06-21,3,609.81,Online
384,2352,2524,2023-11-02,4,367.48,Online
385,1102,4820,2023-07-13,1,58.77,Phone
386,1181,4988,2023-05-26,1,80.77,Online
387,3069,3702,2023-01-02,4,766.12,In-Store
388,1705,3507,2023-11-09,1,31.6,In-Store
389,338,2313,2023-06-09,3,16.83,Online
390,2255,4619,2024-01-31,1,19.06,Online
391,2309,3198,2023-04-26,1,36.3,Phone
392,1505,2109,2023-10-28,1,83.62,In-Store
393,799,4962,2023-03-22,1,23.89,In-Store
394,402,2984,2023-08-20,1,49.54,Mobile App
395,1814,2315,2023-02-17,1,113.57,Online
396,2949,4994,2023-05-31,2,138.38,Online
397,1603,4583,2023-01-11,5,220.5,Mobile App
398,1074,4017,2023-07-22,1,28.97,Online
399,2228,4842,2023-02-19,2,40.86,Online
400,273,2791,2023-01-29,2,112.18,In-Store
401,1580,3600,2023-07-23,2,31.78,Online
402,212,3583,2023-03-20,2,245.1,Online
403,1413,2872,2023-02-21,1,95.71,In-Store
404,1141,3395,2023-07-02,1,43.28,In-Store
405,1887,4344,2023-02-25,1,67.3,Phone
406,1839,4300,2023-11-26,1,43.1,In-Store
407,2249,3081,2023-05-29,2,74.48,Online
408,575,2992,2023-06-05,1,57.49,Online
409,2262,3833,2024-02-04,3,166.95,Phone
410,2833,4254,2024-01-13,4,304.12,In-Store
411,1769,2189,2023-04-19,5,102.35,Mobile App
412,2618,4965,2023-03-05,4,190.52,Phone
413,2931,4843,2023-01-10,1,17.02,Online
414,2179,3509,2023-10-17,2,296.4,Online
415,1286,3171,2023-10-21,1,378.52,Phone
416,1146,4388,2023-03-26,3,981.42,Phone
417,2658,4346,2023-07-12,3,554.4,Mobile App
418,2364,4629,2023-11-06,3,48.24,Phone
419,468,4139,2023-06-01,1,419.69,Phone
420,2709,4330,2023-05-08,3,124.26,Mobile App
421,188,4050,2023-06-08,1,43.69,In-Store
422,818,2780,2023-02-25,1,133.71,In-Store
423,1306,2579,2024-02-02,3,149.01,Phone
424,2410,4294,2023-01-29,1,205.35,Online
425,2386,3938,2023-03-21,5,872.85,Online
426,1973,3711,2023-01-16,1,90.7,In-Store
427,985,3268,2023-10-15,3,245.97,In-Store
428,2230,4486,2023-04-23,1,42.79,Mobile App
429,2764,3000,2023-09-24,3,995.37,Online
430,1267,2013,2023-06-26,3,207.27,Online
431,684,4848,2023-10-17,4,224.92,Mobile App
432,223,4250,2023-03-17,1,38.62,Mobile App
433,2331,4772,2023-03-17,4,307.56,Mobile App
434,483,4256,2023-07-15,1,20.72,Mobile App
435,1767,4582,2023-02-07,1,28.77,In-Store
436,162,4302,2023-09-04,1,172.11,Online
437,2853,4809,2023-03-16,3,500.88,Mobile App
438,2441,3380,2024-01-20,1,45.21,Mobile App
439,1733,4218,2023-03-18,3,1047.63,Mobile App
440,2185,3114,2023-11-17,2,116.96,Online
441,773,3960,2024-01-21,1,20.22,Online
442,2835,4105,2023-08-11,4,1896.92,Phone
443,357,2226,2023-03-01,1,471.27,Phone
444,2164,2828,2023-02-08,3,111.54,Mobile App
445,205,2197,2023-02-03,1,55.84,Online
446,2608,4656,2023-05-23,2,88.58,Online
447,1417,2223,2023-08-21,1,49.22,In-Store
448,2679,4138,2023-04-11,1,211.02,Phone
449,2730,3685,2023-11-18,1,40.83,In-Store
450,2712,3147,2023-05-19,1,45.22,Phone
451,2553,3154,2023-07-20,1,54.6,Phone
452,673,4974,2023-07-26,1,45.69,Phone
453,2851,2533,2023-11-02,1,180.39,Online
454,2116,4970,2023-11-17,3,192.15,Phone
455,296,2660,2023-10-17,2,414.28,Online
456,1180,2094,2023-07-23,3,1432.44,Mobile App
457,376,2800,2023-04-12,2,110.28,In-Store
458,466,2544,2023-06-10,2,152.66,In-Store
459,930,3413,2023-07-25,2,447.02,Online
460,2002,2044,2023-04-15,1,15.34,In-Store
461,2878,2417,2023-02-10,2,249.18,Online
462,1656,2462,2023-04-23,1,29.08,In-Store
463,2203,4743,2023-06-12,3,63.54,Mobile App
464,1641,2497,2023-04-08,3,277.08,Online
465,2836,4234,2023-06-01,1,66.04,Online
466,3074,2691,2023-10-24,3,228.3,In-Store
467,1721,3205,2023-09-19,1,33.15,Phone
468,1229,3167,2023-01-28,1,217.71,In-Store
469,2894,3025,2023-02-22,1,81.53,Online
470,681,3898,2024-01-15,3,340.38,In-Store
471,865,2308,2023-01-08,3,39.06,Online
472,2114,4413,2023-10-02,3,67.59,Online
473,2674,2793,2023-05-14,1,45.97,Phone
474,803,4346,2023-10-07,2,140.78,Phone
475,3096,4814,2023-11-07,2,878.76,Phone
476,1049,4210,2023-05-05,1,71.8,In-Store
477,2327,4792,2023-06-13,2,176.4,Mobile App
478,1038,4345,2024-01-20,1,92.29,Online
479,2119,4879,2023-10-29,1,59.82,Phone
480,1750,4789,2023-03-02,1,115.05,Online
481,1750,4034,2023-05-01,2,230.1,In-Store
482,164,3496,2024-01-27,1,37.1,Online
483,2799,2701,2023-04-03,1,24.35,Mobile App
484,1444,4761,2023-03-23,1,64.81,Mobile App
485,161,3373,2023-10-04,1,224.9,Online
486,2913,3086,2023-07-27,1,69.99,Online
487,2242,4668,2024-01-30,1,50.15,Online
488,2438,2569,2023-06-17,2,28.46,Phone
489,2534,2162,2023-10-13,1,33.75,Mobile App
490,1064,3762,2023-11-16,3,230.16,Mobile App
491,2340,2067,2023-03-23,2,59.2,Mobile App
492,239,4479,2023-12-21,1,42.73,Phone
493,3046,4451,2024-01-02,1,21.66,Mobile App
494,2756,2533,2023-06-02,3,142.47,Mobile App
495,2598,4098,2023-10-11,1,71.26,Online
496,1262,3421,2023-08-20,1,21.6,Phone
497,247,4848,2023-12-02,1,324.3,Mobile App
498,834,2964,2023-10-06,2,570.76,Phone
499,2057,2803,2023-10-04,2,678.3,In-Store
500,208,4522,2023-08-20,5,804.45,Online
501,2616,2261,2024-01-04,3,280.11,Phone
502,2128,4501,2023-09-30,1,197.01,In-Store
503,2655,4354,2023-08-12,1,38.68,In-Store
504,631,3312,2023-09-22,1,415.81,Phone
505,257,4635,2023-09-30,1,21.8,Online
506,1733,4636,2023-04-06,1,349.21,In-Store
507,1611,2213,2023-12-23,1,25.32,Online
508,2818,3477,2024-01-22,1,78.32,Phone
509,3081,4538,2023-06-19,1,43.45,Online
510,226,4757,2023-03-05,1,39.98,In-Store
511,1504,3535,2023-05-18,4,1525.52,Phone
512,1987,4432,2023-07-21,2,18.5,Mobile App
513,861,4615,2023-05-07,5,591.25,In-Store
514,2900,4182,2024-01-14,1,27.11,Mobile App
515,1704,2911,2023-04-10,1,41.95,Online
516,1494,3659,2023-03-26,1,92.37,Mobile App
517,865,4184,2024-01-25,1,13.02,Phone
518,829,3407,2023-07-19,1,124.73,Phone
519,2514,2908,2023-12-22,4,249.56,Mobile App
520,519,2916,2023-09-16,5,501.8,Mobile App
521,1599,2106,2023-11-27,1,44.18,Mobile App
522,1683,4289,2023-06-16,1,114.59,Phone
523,2886,3177,2023-05-14,1,158.89,In-Store
524,1356,4573,2023-11-16,1,219.6,Online
525,564,3972,2023-11-03,1,312.52,Online
526,916,4137,2023-12-27,1,283.48,In-Store
527,1203,2155,2023-02-14,1,181.41,In-Store
528,1716,3260,2023-02-15,1,110.34,Phone
529,541,3339,2023-06-17,1,17.64,In-Store
530,3086,2711,2023-07-07,1,77.86,In-Store
531,1819,3950,2024-01-08,1,98.53,Online
532,1076,3746,2023-08-18,5,168.0,Online
533,166,4543,2023-05-17,1,50.28,In-Store
534,2956,4636,2023-02-25,3,833.04,Online
535,245,3450,2023-04-01,3,106.92,Online
536,2952,4424,2023-09-26,4,126.56,Online
537,2579,2540,2024-01-23,3,63.69,Mobile App
538,1579,2532,2023-05-01,2,163.6,Mobile App
539,1748,2667,2023-03-12,3,253.05,Phone
540,1805,2240,2023-06-16,1,43.57,Phone
541,1943,4208,2023-08-15,1,43.56,In-Store
542,667,4019,2023-12-28,5,226.5,Mobile App
543,2842,3146,2023-10-05,3,171.15,Phone
544,1590,3300,2023-12-31,4,1007.64,Mobile App
545,829,4057,2023-03-07,3,422.19,Online
546,440,4840,2023-08-08,3,166.95,Online
547,658,2026,2023-01-21,2,31.04,Mobile App
548,2719,2941,2023-10-28,3,158.76,In-Store
549,398,2969,2023-03-09,2,294.24,Online
550,1436,3300,2023-02-05,4,177.04,Mobile App
551,1493,3969,2023-01-18,3,27.72,Phone
552,2376,2747,2023-12-16,3,162.48,Phone
553,1681,4403,2023-11-14,2,61.76,Phone
